Id,Category
0000,5
0001,1
0002,7
0003,3
0004,9
0005,10
0006,3
0007,6
0008,1
0009,6
0010,3
0011,1
0012,8
0013,6
0014,3
0015,3
0016,2
0017,0
0018,9
0019,9
0020,2
0021,9
0022,4
0023,6
0024,9
0025,7
0026,4
0027,2
0028,3
0029,6
0030,1
0031,4
0032,0
0033,1
0034,8
0035,10
0036,7
0037,10
0038,10
0039,7
0040,4
0041,1
0042,1
0043,8
0044,6
0045,6
0046,3
0047,10
0048,1
0049,0
0050,3
0051,6
0052,10
0053,10
0054,10
0055,10
0056,5
0057,10
0058,6
0059,10
0060,4
0061,4
0062,1
0063,8
0064,2
0065,3
0066,7
0067,3
0068,7
0069,1
0070,1
0071,9
0072,6
0073,10
0074,7
0075,1
0076,3
0077,1
0078,3
0079,8
0080,7
0081,6
0082,3
0083,10
0084,0
0085,10
0086,0
0087,1
0088,1
0089,9
0090,10
0091,7
0092,6
0093,9
0094,7
0095,7
0096,6
0097,7
0098,4
0099,5
0100,5
0101,9
0102,3
0103,10
0104,9
0105,7
0106,7
0107,2
0108,5
0109,1
0110,3
0111,1
0112,9
0113,1
0114,1
0115,7
0116,10
0117,8
0118,0
0119,7
0120,7
0121,9
0122,9
0123,2
0124,3
0125,7
0126,10
0127,3
0128,1
0129,1
0130,1
0131,8
0132,6
0133,3
0134,3
0135,3
0136,10
0137,1
0138,3
0139,8
0140,0
0141,9
0142,1
0143,3
0144,7
0145,6
0146,3
0147,9
0148,10
0149,9
0150,3
0151,3
0152,10
0153,3
0154,7
0155,7
0156,3
0157,0
0158,1
0159,0
0160,3
0161,6
0162,3
0163,3
0164,1
0165,3
0166,8
0167,2
0168,3
0169,9
0170,1
0171,1
0172,7
0173,1
0174,8
0175,1
0176,3
0177,7
0178,3
0179,5
0180,1
0181,10
0182,7
0183,6
0184,1
0185,2
0186,9
0187,0
0188,9
0189,9
0190,7
0191,10
0192,10
0193,5
0194,8
0195,3
0196,1
0197,7
0198,6
0199,0
0200,1
0201,0
0202,6
0203,3
0204,3
0205,8
0206,9
0207,7
0208,8
0209,6
0210,0
0211,3
0212,1
0213,6
0214,6
0215,5
0216,10
0217,10
0218,10
0219,9
0220,7
0221,7
0222,10
0223,3
0224,1
0225,3
0226,8
0227,7
0228,7
0229,9
0230,1
0231,6
0232,0
0233,3
0234,3
0235,9
0236,3
0237,0
0238,1
0239,7
0240,9
0241,7
0242,1
0243,10
0244,9
0245,2
0246,1
0247,7
0248,3
0249,3
0250,8
0251,1
0252,1
0253,9
0254,6
0255,7
0256,0
0257,1
0258,8
0259,6
0260,8
0261,1
0262,8
0263,4
0264,6
0265,0
0266,1
0267,0
0268,5
0269,3
0270,7
0271,10
0272,5
0273,3
0274,10
0275,3
0276,1
0277,8
0278,1
0279,10
0280,3
0281,10
0282,3
0283,1
0284,1
0285,1
0286,9
0287,8
0288,0
0289,7
0290,10
0291,5
0292,10
0293,0
0294,7
0295,7
0296,1
0297,1
0298,5
0299,8
0300,1
0301,3
0302,1
0303,1
0304,1
0305,10
0306,1
0307,7
0308,7
0309,1
0310,1
0311,4
0312,6
0313,9
0314,10
0315,1
0316,0
0317,5
0318,1
0319,9
0320,6
0321,0
0322,2
0323,3
0324,8
0325,7
0326,1
0327,3
0328,3
0329,3
0330,10
0331,10
0332,7
0333,6
0334,10
0335,1
0336,7
0337,1
0338,0
0339,0
0340,9
0341,9
0342,8
0343,7
0344,3
0345,7
0346,6
0347,1
0348,7
0349,4
0350,2
0351,6
0352,10
0353,7
0354,4
0355,2
0356,5
0357,0
0358,1
0359,8
0360,10
0361,6
0362,7
0363,1
0364,3
0365,4
0366,1
0367,6
0368,6
0369,6
0370,7
0371,7
0372,1
0373,7
0374,0
0375,8
0376,0
0377,3
0378,8
0379,0
0380,8
0381,1
0382,7
0383,8
0384,7
0385,3
0386,9
0387,9
0388,8
0389,9
0390,3
0391,8
0392,1
0393,10
0394,8
0395,3
0396,5
0397,10
0398,7
0399,6
0400,3
0401,1
0402,1
0403,6
0404,10
0405,6
0406,3
0407,4
0408,7
0409,1
0410,7
0411,7
0412,3
0413,5
0414,6
0415,1
0416,1
0417,7
0418,3
0419,7
0420,5
0421,9
0422,1
0423,0
0424,10
0425,6
0426,5
0427,7
0428,8
0429,7
0430,6
0431,3
0432,8
0433,3
0434,1
0435,1
0436,6
0437,4
0438,6
0439,8
0440,2
0441,10
0442,7
0443,1
0444,6
0445,8
0446,5
0447,8
0448,9
0449,7
0450,10
0451,7
0452,1
0453,0
0454,3
0455,3
0456,6
0457,7
0458,10
0459,10
0460,1
0461,4
0462,1
0463,7
0464,3
0465,3
0466,3
0467,3
0468,0
0469,9
0470,5
0471,0
0472,1
0473,8
0474,1
0475,8
0476,2
0477,8
0478,3
0479,7
0480,7
0481,4
0482,5
0483,9
0484,9
0485,2
0486,6
0487,7
0488,7
0489,7
0490,1
0491,7
0492,1
0493,7
0494,10
0495,1
0496,7
0497,0
0498,1
0499,2
0500,1
0501,8
0502,10
0503,1
0504,1
0505,8
0506,0
0507,1
0508,9
0509,9
0510,9
0511,3
0512,3
0513,3
0514,0
0515,2
0516,6
0517,8
0518,3
0519,10
0520,6
0521,9
0522,7
0523,8
0524,10
0525,10
0526,3
0527,1
0528,7
0529,6
0530,2
0531,7
0532,10
0533,7
0534,6
0535,3
0536,6
0537,6
0538,7
0539,3
0540,3
0541,8
0542,9
0543,6
0544,8
0545,0
0546,0
0547,0
0548,8
0549,3
0550,10
0551,10
0552,2
0553,9
0554,1
0555,0
0556,1
0557,7
0558,3
0559,10
0560,5
0561,10
0562,6
0563,0
0564,7
0565,7
0566,1
0567,9
0568,10
0569,5
0570,1
0571,3
0572,6
0573,3
0574,1
0575,3
0576,3
0577,3
0578,10
0579,1
0580,3
0581,3
0582,10
0583,4
0584,5
0585,1
0586,0
0587,7
0588,1
0589,6
0590,9
0591,1
0592,3
0593,10
0594,0
0595,3
0596,7
0597,7
0598,10
0599,4
0600,6
0601,7
0602,7
0603,5
0604,10
0605,7
0606,3
0607,1
0608,10
0609,3
0610,3
0611,9
0612,7
0613,3
0614,5
0615,6
0616,7
0617,4
0618,6
0619,1
0620,9
0621,10
0622,1
0623,1
0624,9
0625,0
0626,9
0627,7
0628,6
0629,1
0630,0
0631,9
0632,6
0633,7
0634,9
0635,1
0636,1
0637,3
0638,7
0639,1
0640,8
0641,0
0642,3
0643,9
0644,1
0645,6
0646,3
0647,6
0648,5
0649,7
0650,1
0651,8
0652,10
0653,8
0654,10
0655,0
0656,9
0657,2
0658,1
0659,10
0660,1
0661,3
0662,0
0663,2
0664,0
0665,6
0666,3
0667,8
0668,7
0669,8
0670,6
0671,1
0672,3
0673,2
0674,1
0675,9
0676,0
0677,3
0678,0
0679,0
0680,1
0681,3
0682,1
0683,10
0684,5
0685,5
0686,1
0687,9
0688,6
0689,8
0690,6
0691,0
0692,10
0693,7
0694,6
0695,7
0696,5
0697,1
0698,0
0699,0
0700,2
0701,8
0702,0
0703,3
0704,7
0705,6
0706,4
0707,7
0708,7
0709,10
0710,1
0711,3
0712,6
0713,4
0714,3
0715,6
0716,3
0717,3
0718,5
0719,6
0720,8
0721,5
0722,7
0723,3
0724,6
0725,1
0726,3
0727,0
0728,4
0729,2
0730,9
0731,7
0732,3
0733,2
0734,7
0735,2
0736,2
0737,4
0738,7
0739,9
0740,1
0741,7
0742,9
0743,6
0744,10
0745,3
0746,7
0747,2
0748,7
0749,10
0750,2
0751,1
0752,7
0753,1
0754,2
0755,7
0756,5
0757,7
0758,1
0759,3
0760,7
0761,1
0762,3
0763,5
0764,0
0765,9
0766,6
0767,6
0768,3
0769,3
0770,7
0771,9
0772,6
0773,3
0774,6
0775,3
0776,5
0777,9
0778,1
0779,3
0780,1
0781,7
0782,9
0783,10
0784,6
0785,8
0786,7
0787,1
0788,7
0789,9
0790,1
0791,5
0792,3
0793,10
0794,5
0795,1
0796,1
0797,6
0798,1
0799,0
0800,6
0801,9
0802,7
0803,9
0804,1
0805,3
0806,10
0807,7
0808,6
0809,10
0810,6
0811,10
0812,8
0813,1
0814,2
0815,6
0816,6
0817,1
0818,10
0819,4
0820,3
0821,1
0822,3
0823,0
0824,10
0825,9
0826,5
0827,7
0828,9
0829,6
0830,1
0831,6
0832,1
0833,5
0834,3
0835,1
0836,0
0837,3
0838,7
0839,1
0840,9
0841,7
0842,3
0843,3
0844,3
0845,7
0846,0
0847,1
0848,10
0849,7
0850,5
0851,6
0852,6
0853,8
0854,7
0855,1
0856,10
0857,10
0858,7
0859,6
0860,3
0861,0
0862,1
0863,6
0864,3
0865,1
0866,1
0867,1
0868,9
0869,10
0870,3
0871,10
0872,9
0873,5
0874,2
0875,3
0876,3
0877,3
0878,10
0879,6
0880,10
0881,5
0882,3
0883,5
0884,10
0885,9
0886,7
0887,1
0888,8
0889,6
0890,3
0891,5
0892,10
0893,1
0894,5
0895,1
0896,2
0897,7
0898,0
0899,3
0900,6
0901,7
0902,2
0903,7
0904,3
0905,6
0906,7
0907,10
0908,9
0909,6
0910,1
0911,5
0912,7
0913,3
0914,9
0915,7
0916,0
0917,9
0918,7
0919,1
0920,7
0921,1
0922,10
0923,5
0924,6
0925,3
0926,8
0927,3
0928,5
0929,0
0930,6
0931,3
0932,5
0933,8
0934,3
0935,1
0936,0
0937,3
0938,3
0939,9
0940,9
0941,6
0942,7
0943,9
0944,3
0945,7
0946,5
0947,8
0948,7
0949,6
0950,8
0951,10
0952,4
0953,6
0954,3
0955,3
0956,10
0957,4
0958,5
0959,0
0960,2
0961,8
0962,1
0963,0
0964,1
0965,8
0966,6
0967,7
0968,7
0969,7
0970,8
0971,7
0972,8
0973,8
0974,1
0975,6
0976,3
0977,10
0978,10
0979,1
0980,2
0981,3
0982,1
0983,3
0984,3
0985,8
0986,0
0987,9
0988,7
0989,6
0990,3
0991,7
0992,1
0993,1
0994,6
0995,8
0996,7
0997,0
0998,6
0999,7
1000,9
1001,2
1002,10
1003,1
1004,0
1005,3
1006,3
1007,0
1008,0
1009,9
1010,8
1011,7
1012,3
1013,4
1014,0
1015,9
1016,5
1017,7
1018,6
1019,7
1020,8
1021,9
1022,8
1023,1
1024,3
1025,8
1026,1
1027,3
1028,3
1029,4
1030,6
1031,3
1032,9
1033,4
1034,5
1035,6
1036,10
1037,0
1038,9
1039,7
1040,1
1041,4
1042,0
1043,10
1044,7
1045,8
1046,5
1047,1
1048,3
1049,2
1050,4
1051,1
1052,7
1053,4
1054,3
1055,8
1056,3
1057,1
1058,3
1059,1
1060,3
1061,6
1062,0
1063,7
1064,4
1065,7
1066,0
1067,8
1068,3
1069,9
1070,0
1071,3
1072,9
1073,3
1074,1
1075,3
1076,1
1077,4
1078,1
1079,0
1080,7
1081,2
1082,9
1083,7
1084,10
1085,1
1086,3
1087,3
1088,5
1089,8
1090,4
1091,10
1092,1
1093,0
1094,10
1095,0
1096,9
1097,9
1098,6
1099,9
1100,1
1101,2
1102,7
1103,2
1104,9
1105,6
1106,7
1107,0
1108,3
1109,9
1110,0
1111,7
1112,8
1113,9
1114,10
1115,1
1116,1
1117,8
1118,0
1119,4
1120,1
1121,1
1122,9
1123,9
1124,0
1125,0
1126,1
1127,7
1128,9
1129,9
1130,8
1131,7
1132,4
1133,6
1134,1
1135,5
1136,6
1137,1
1138,7
1139,3
1140,0
1141,8
1142,10
1143,3
1144,9
1145,2
1146,7
1147,3
1148,6
1149,8
1150,7
1151,6
1152,10
1153,3
1154,3
1155,7
1156,0
1157,3
1158,2
1159,7
1160,3
1161,8
1162,7
1163,7
1164,6
1165,5
1166,3
1167,6
1168,7
1169,9
1170,5
1171,8
1172,7
1173,3
1174,10
1175,10
1176,1
1177,7
1178,4
1179,8
1180,0
1181,9
1182,8
1183,5
1184,2
1185,7
1186,3
1187,7
1188,6
1189,1
1190,10
1191,9
1192,7
1193,0
1194,0
1195,0
1196,1
1197,3
1198,2
1199,6
1200,3
1201,9
1202,9
1203,8
1204,0
1205,3
1206,10
1207,3
1208,9
1209,8
1210,3
1211,3
1212,7
1213,7
1214,6
1215,7
1216,3
1217,1
1218,8
1219,0
1220,3
1221,9
1222,3
1223,10
1224,6
1225,0
1226,3
1227,2
1228,10
1229,7
1230,1
1231,7
1232,7
1233,10
1234,1
1235,10
1236,1
1237,1
1238,3
1239,1
1240,6
1241,6
1242,9
1243,5
1244,7
1245,0
1246,1
1247,3
1248,0
1249,3
1250,9
1251,4
1252,6
1253,2
1254,6
1255,9
1256,3
1257,2
1258,1
1259,10
1260,5
1261,10
1262,1
1263,0
1264,0
1265,1
1266,9
1267,1
1268,10
1269,6
1270,1
1271,7
1272,9
1273,0
1274,1
1275,9
1276,7
1277,8
1278,9
1279,1
1280,3
1281,7
1282,9
1283,7
1284,1
1285,0
1286,6
1287,3
1288,1
1289,8
1290,1
1291,0
1292,1
1293,7
1294,9
1295,9
1296,1
1297,3
1298,10
1299,7
1300,0
1301,0
1302,8
1303,10
1304,7
1305,9
1306,3
1307,0
1308,1
1309,3
1310,9
1311,1
1312,6
1313,10
1314,7
1315,1
1316,1
1317,3
1318,7
1319,1
1320,1
1321,9
1322,1
1323,6
1324,9
1325,3
1326,5
1327,6
1328,1
1329,9
1330,0
1331,7
1332,6
1333,3
1334,1
1335,5
1336,9
1337,4
1338,1
1339,1
1340,2
1341,1
1342,3
1343,10
1344,0
1345,1
1346,3
1347,9
1348,9
1349,1
1350,5
1351,8
1352,1
1353,6
1354,0
1355,7
1356,3
1357,3
1358,9
1359,10
1360,3
1361,5
1362,9
1363,3
1364,1
1365,7
1366,3
1367,5
1368,10
1369,1
1370,10
1371,9
1372,7
1373,10
1374,5
1375,7
1376,1
1377,7
1378,3
1379,0
1380,6
1381,5
1382,9
1383,6
1384,0
1385,3
1386,4
1387,9
1388,9
1389,10
1390,0
1391,0
1392,7
1393,0
1394,7
1395,8
1396,7
1397,4
1398,0
1399,3
1400,7
1401,9
1402,1
1403,6
1404,9
1405,7
1406,7
1407,6
1408,3
1409,7
1410,9
1411,1
1412,6
1413,7
1414,9
1415,3
1416,10
1417,8
1418,6
1419,2
1420,0
1421,6
1422,10
1423,3
1424,9
1425,7
1426,5
1427,1
1428,0
1429,7
1430,3
1431,1
1432,2
1433,3
1434,0
1435,7
1436,6
1437,9
1438,3
1439,8
1440,1
1441,8
1442,10
1443,7
1444,1
1445,6
1446,7
1447,7
1448,7
1449,8
1450,1
1451,7
1452,7
1453,4
1454,9
1455,8
1456,1
1457,6
1458,3
1459,9
1460,7
1461,10
1462,10
1463,10
1464,7
1465,0
1466,0
1467,5
1468,3
1469,1
1470,5
1471,3
1472,2
1473,7
1474,6
1475,7
1476,10
1477,6
1478,3
1479,1
1480,7
1481,0
1482,6
1483,0
1484,9
1485,8
1486,4
1487,0
1488,7
1489,6
1490,4
1491,1
1492,3
1493,0
1494,9
1495,0
1496,0
1497,7
1498,3
1499,3
1500,9
1501,8
1502,2
1503,6
1504,7
1505,0
1506,3
1507,1
1508,3
1509,3
1510,1
1511,8
1512,1
1513,10
1514,8
1515,9
1516,1
1517,7
1518,7
1519,1
1520,8
1521,3
1522,6
1523,2
1524,6
1525,7
1526,4
1527,7
1528,6
1529,1
1530,0
1531,9
1532,1
1533,3
1534,8
1535,8
1536,0
1537,7
1538,1
1539,0
1540,6
1541,10
1542,7
1543,1
1544,3
1545,7
1546,9
1547,3
1548,5
1549,2
1550,1
1551,0
1552,3
1553,3
1554,7
1555,10
1556,0
1557,0
1558,6
1559,1
1560,7
1561,1
1562,3
1563,1
1564,3
1565,7
1566,8
1567,2
1568,1
1569,4
1570,9
1571,0
1572,7
1573,3
1574,9
1575,8
1576,9
1577,7
1578,5
1579,8
1580,3
1581,3
1582,9
1583,6
1584,8
1585,3
1586,10
1587,3
1588,9
1589,9
1590,0
1591,7
1592,3
1593,7
1594,8
1595,8
1596,8
1597,2
1598,7
1599,9
1600,10
1601,2
1602,7
1603,5
1604,7
1605,7
1606,9
1607,0
1608,8
1609,8
1610,10
1611,7
1612,9
1613,6
1614,1
1615,8
1616,8
1617,9
1618,8
1619,2
1620,8
1621,5
1622,3
1623,0
1624,6
1625,10
1626,6
1627,6
1628,7
1629,1
1630,3
1631,0
1632,1
1633,8
1634,7
1635,6
1636,0
1637,1
1638,3
1639,5
1640,6
1641,10
1642,1
1643,0
1644,7
1645,7
1646,5
1647,2
1648,3
1649,10
1650,6
1651,7
1652,0
1653,10
1654,3
1655,8
1656,8
1657,6
1658,0
1659,10
1660,5
1661,0
1662,2
1663,7
1664,7
1665,8
1666,9
1667,1
1668,3
1669,8
1670,6
1671,9
1672,3
1673,10
1674,7
1675,8
1676,7
1677,3
1678,1
1679,10
1680,1
1681,8
1682,10
1683,5
1684,7
1685,1
1686,0
1687,2
1688,9
1689,8
1690,9
1691,6
1692,8
1693,1
1694,3
1695,1
1696,9
1697,6
1698,3
1699,6
1700,3
1701,10
1702,7
1703,7
1704,6
1705,0
1706,7
1707,2
1708,3
1709,9
1710,3
1711,6
1712,8
1713,1
1714,7
1715,1
1716,3
1717,10
1718,8
1719,3
1720,6
1721,9
1722,7
1723,9
1724,9
1725,10
1726,2
1727,10
1728,7
1729,6
1730,2
1731,7
1732,1
1733,1
1734,7
1735,5
1736,0
1737,8
1738,4
1739,7
1740,3
1741,5
1742,7
1743,4
1744,8
1745,9
1746,9
1747,3
1748,7
1749,0
1750,4
1751,4
1752,7
1753,7
1754,1
1755,10
1756,6
1757,4
1758,3
1759,4
1760,6
1761,0
1762,1
1763,5
1764,9
1765,8
1766,1
1767,6
1768,8
1769,0
1770,6
1771,3
1772,10
1773,7
1774,7
1775,0
1776,10
1777,4
1778,3
1779,3
1780,7
1781,3
1782,2
1783,5
1784,5
1785,3
1786,7
1787,10
1788,7
1789,3
1790,1
1791,1
1792,0
1793,9
1794,1
1795,7
1796,10
1797,1
1798,1
1799,3
1800,3
1801,1
1802,7
1803,6
1804,4
1805,3
1806,9
1807,7
1808,10
1809,10
1810,3
1811,1
1812,7
1813,5
1814,1
1815,9
1816,5
1817,6
1818,7
1819,5
1820,6
1821,6
1822,6
1823,1
1824,7
1825,10
1826,9
1827,7
1828,3
1829,9
1830,1
1831,0
1832,1
1833,9
1834,6
1835,10
1836,6
1837,0
1838,6
1839,5
1840,0
1841,7
1842,1
1843,0
1844,10
1845,9
1846,7
1847,3
1848,0
1849,1
1850,8
1851,3
1852,0
1853,5
1854,10
1855,7
1856,3
1857,7
1858,9
1859,7
1860,7
1861,3
1862,9
1863,7
1864,7
1865,0
1866,7
1867,6
1868,10
1869,9
1870,1
1871,6
1872,2
1873,9
1874,10
1875,3
1876,8
1877,7
1878,9
1879,1
1880,2
1881,7
1882,0
1883,5
1884,3
1885,3
1886,7
1887,6
1888,10
1889,0
1890,6
1891,10
1892,0
1893,8
1894,4
1895,9
1896,2
1897,3
1898,8
1899,8
1900,5
1901,7
1902,8
1903,0
1904,6
1905,7
1906,0
1907,4
1908,7
1909,3
1910,6
1911,8
1912,10
1913,7
1914,6
1915,0
1916,0
1917,9
1918,9
1919,7
1920,3
1921,6
1922,6
1923,7
1924,3
1925,4
1926,2
1927,9
1928,7
1929,7
1930,3
1931,1
1932,7
1933,0
1934,3
1935,5
1936,0
1937,6
1938,6
1939,7
1940,6
1941,8
1942,8
1943,9
1944,3
1945,8
1946,6
1947,3
1948,1
1949,7
1950,5
1951,6
1952,3
1953,10
1954,10
1955,7
1956,0
1957,7
1958,5
1959,2
1960,2
1961,3
1962,7
1963,1
1964,8
1965,9
1966,1
1967,1
1968,4
1969,7
1970,5
1971,1
1972,10
1973,3
1974,7
1975,1
1976,0
1977,1
1978,8
1979,8
1980,8
1981,8
1982,6
1983,3
1984,10
1985,7
1986,1
1987,9
1988,1
1989,9
1990,0
1991,3
1992,7
1993,1
1994,2
1995,0
1996,7
1997,2
1998,4
1999,2
2000,10
2001,9
2002,5
2003,1
2004,1
2005,9
2006,4
2007,1
2008,10
2009,10
2010,3
2011,8
2012,2
2013,9
2014,7
2015,3
2016,8
2017,3
2018,6
2019,1
2020,2
2021,6
2022,3
2023,5
2024,9
2025,0
2026,7
2027,9
2028,9
2029,10
2030,8
2031,3
2032,8
2033,5
2034,0
2035,3
2036,2
2037,1
2038,1
2039,8
2040,7
2041,0
2042,3
2043,3
2044,3
2045,7
2046,9
2047,9
2048,10
2049,8
2050,2
2051,9
2052,8
2053,5
2054,1
2055,1
2056,1
2057,5
2058,3
2059,6
2060,8
2061,0
2062,0
2063,1
2064,1
2065,2
2066,1
2067,10
2068,5
2069,7
2070,2
2071,1
2072,10
2073,6
2074,0
2075,7
2076,9
2077,9
2078,10
2079,7
2080,7
2081,0
2082,6
2083,9
2084,1
2085,9
2086,0
2087,6
2088,6
2089,5
2090,6
2091,0
2092,6
2093,1
2094,7
2095,2
2096,8
2097,6
2098,10
2099,0
2100,4
2101,10
2102,1
2103,2
2104,1
2105,10
2106,6
2107,3
2108,1
2109,3
2110,10
2111,0
2112,9
2113,3
2114,3
2115,8
2116,0
2117,1
2118,7
2119,7
2120,6
2121,7
2122,0
2123,10
2124,7
2125,6
2126,3
2127,3
2128,8
2129,0
2130,3
2131,1
2132,3
2133,8
2134,2
2135,3
2136,10
2137,9
2138,3
2139,7
2140,0
2141,1
2142,6
2143,9
2144,7
2145,0
2146,2
2147,1
2148,10
2149,10
2150,3
2151,1
2152,5
2153,1
2154,1
2155,0
2156,1
2157,7
2158,3
2159,3
2160,9
2161,10
2162,2
2163,10
2164,6
2165,8
2166,9
2167,4
2168,0
2169,6
2170,1
2171,7
2172,9
2173,1
2174,9
2175,10
2176,6
2177,7
2178,10
2179,9
2180,10
2181,7
2182,0
2183,3
2184,3
2185,4
2186,7
2187,5
2188,1
2189,7
2190,1
2191,10
2192,1
2193,10
2194,9
2195,3
2196,1
2197,3
2198,8
2199,0
2200,1
2201,10
2202,8
2203,1
2204,1
2205,7
2206,4
2207,1
2208,6
2209,1
2210,1
2211,2
2212,0
2213,7
2214,1
2215,2
2216,8
2217,1
2218,6
2219,5
2220,7
2221,5
2222,0
2223,3
2224,5
2225,3
2226,10
2227,7
2228,9
2229,7
2230,0
2231,9
2232,10
2233,3
2234,8
2235,1
2236,1
2237,1
2238,6
2239,10
2240,7
2241,7
2242,9
2243,7
2244,9
2245,7
2246,7
2247,7
2248,1
2249,2
2250,8
2251,0
